,id,rating,review
149,150,7,"hugaverð kvikmynd um escort stelpu... mjög artyindie gerð fyrir .M  svolítið sérstök mynd þar sem Soderbergh notaði eiginlega bara náttúrulega lýsingu allan tímann, setti svolítið öðruvísi svip á myndina. Hún var líka tekin upp með RedOne myndavélinni sem er fáránlega kúl græja. Síðan skemmir ekki að myndin gerist í New York ; Smá fróðleiksmoli: Sasha Gray, sem leikur aðalhlutverkið, er víst actually klámstjarna..."
150,151,7,Hörku spenna. Fínasta action  sprengingar og byssubardagar... alltaf í kapp við tímann. Gaman af svona spennumyndum þar sem er verið að leysa ráðgátu með því að leita að vísbendingum hér og þar. g var reyndar búinn að lesa bókina en það er svo langt síðan að ég mundi ekki öll plottin nákvæmlega  þannig að það skemmdi ekkert mikið fyrir. Myndin leit mjög vel út  mjög vönduð. Líka topp leikarar.
151,152,7,Mjög fyndin mynd. Nokkuð steiktur húmor. Nett feelgood mynd... Skemmtilegir karakterar. Skemmtileg saga.
152,153,2,"Hreint út sagt stórkostlegt kvikmyndalistaverk! Neh... frekar slöpp. Leikarar voru engan veginn að standa sig, handritið var wack og ekki mikið í gangi til að hjálpa þessari mynd...
etta er meira svona Bmynd sem maður horfir á til að hlæja að."
153,154,7,"Kúl mynd. Góður thriller. Flott myndataka. Spennandi saga. Byggt á bók eftir Elmore Leonard eins og Jackie Brown, Out of Sight og aðrar góðar myndir."
154,155,8,"Klikkað fyndin mynd! að er snilld hvað þeir lenda í miklu rugli. Fær mann til að langa fara á fyllerí í Las Vegas sem allra fyrst ; Zach Galifianakis er náttúrulega snillingur  hann lék lang fyndnustu persónuna. Síðan hef ég aldrei hlegið jafn mikið yfir credit lista  bara rugl, kom mjög skemmtilega á óvart. Maður grenjaði af hlátri. að hefði jafnvel verið ennþá skemmtilegra ef maður hefði ekki séð trailerinn áður  hann var náttúrulega sprenghlægilegur."
155,156,5,Frekar silly mynd. gætlega fyndin á köflum. Slatti af cameos.
156,157,6,"Mjög dark mynd  skuggalegur thriller... Tékkaði á þessu aðallega þar sem ég tók eftir að Jonas kerlund leikstýrði henni  gaurinn sem leikstýrði Smack My Bitch Up tónlistarmyndbandinu og Spun, en það voru nú engar þannig crazy klippingar í þessari mynd. Engin snilld, en ágætlega spennandi, náði samt aldrei almennilega flugi..."
157,158,7,"Já... þú segir það. gæt heilalaus afþreying. Söguþráðurinn var kannski ekki upp á marga fiska, vantaði alla vega eitthvað efni til að grípa mann. En myndin leit klárlega vel út og endalaust eytt í stunt atriði, tæknibrellur o.s.frv.  style over substance á líklega vel við. að var vissulega nóg af EXPLOSIONS a la Michael Bay ; Fínasta summer blockbuster spennumynd ef maður hugsaði ekki alltof mikið með nóg af sprengingum, byssubardögum og vélmönnum að slást ...og Megan Fox í slow motion, það þarf ekkert að ræða það frekar. En það fór svona nett í taugarnar á mér að þeir voru að hafa með nokkur svona sidekick vélmenni  vélmenni með alltof mikið af hallærislegum oneliners sem voru oftast frekar lítið fyndnir. að hefði klárlega mátt leggja meiri vinnu í handritið, það hefði bætt myndina töluvert."
158,159,6,Dramatísk mynd alveg í gegn... Fær mann ekki beint til að langa verða atvinnu glímukappi. Vönduð mynd.
159,160,7,"Vá, þetta var einn stór kjánahrollur. En sjokkerandi fyndið. Mér finnst magnað að hann og crewið hafi ekki verið drepið  það munaði örugglega ekki miklu á köflum. Markmiðið hjá Sacha Baron Cohen var náttúrulega að ganga fram af fólki og hann gerði það svo sannarlega  þetta var algjörlega extreme. etta var rugl... maður er eiginlega ennþá í sjokki. Myndin fór yfir strikið fyrstu mínútuna og leit ekki aftur. Svolítið sérstakt að vera hneykslast og hlæja á sama tíma  eiginlega allan tímann."
160,161,7,"Fín mynd. Drama með fisléttu gríni. hugaverðar persónur. Góðir leikarar. Skemmtileg samböndtengsl. g fór að spá í að gaurinn er nýkominn úr fangelsi og á ekki í vandræðum með að eignast nýja vini, gott hjá honum...  annars hefði myndin verið helst lítið spennandi ;"
161,162,7,"Rugl fyndin mynd. Frá gaurunum úr The Whitest Kids U Know þeir skrifuðu handritið, leikstýrðu og léku aðalhlutverkin  mjög svipaður húmor og er í sketsunum þeirra. Algjört bull og vitleysa  en sprenghlægilegt á köflum."
162,163,7,"Mjög góð mynd  vel gerð, vönduð. Dúndrandi spenna og flott action  temmilega stressandi starf að aftengja sprengjur í rak, alltaf upp á líf og dauða. Slatti af kúl sprengingum. Góð keyrsla. Klassísk hermynd að ýmsu leyti..."
163,164,6,Nettur thriller í gangi. gæt saga... samt svolítið spes. Slatti af drama.
164,165,6,"Klikkað scary mynd  algjör psycho thriller sem heldur manni á nálum mest allan tímann, mögnuð spenna. Hrollvekja dauðans. Alltaf áhugavert að sjá kvikmyndir með svona fáum leikurum."
165,166,8,"Hörkugóð mynd. Fínasta spenna og gott action. En nokkuð brútal á köflum. Flott myndataka, leit vel út. Vönduð mynd. Góðir leikarar. hugaverð saga  gaman að svona rannsóknarspennumyndum þar sem er verið að púsla saman vísbendingum. Bíð spenntur eftir næstu mynd í þessum þríleik. Gaman að sjá svona ferskar kvikmyndir frá Norðurlöndunum."
166,167,6,"Temmilega twisted mynd. Eiginlega bara fucked up. Gaurarnir tveir voru algjörlega psycho  leikararnir pössuðu mjög vel í hlutverkin. hugaverð mynd að vissu leyti  en mjög spes, ýmislegt óvenjulegt við hana. Ofbeldið er dregið á langinn og manni haldið í spennu... Nokkur kímleg atriði en maður gat varla hlegið. Antifeelgood mynd. En hún var vönduð, leikararnir voru alveg að skila sínu  maður fann til með fórnarlömbunum  og hún leit vel út. Oft voru stórir hlutar af umhverfinu skjannahvítir sem gerði stemmninguna ennþá meira psycho."
167,168,9,"Mjög kúl mynd. Michael Mann kann sko að gera action myndir  klikkaðir byssubardagar. að voru líka svo fáránlega kúl hljóð í byssuskotunum  ótrúlegur bassi, það titraði allt á köflum. Virkilega flott mynd og glæsileg myndataka. Greinilega mikið lagt í umhverfi, búninga o.s.frv. til að passa við þetta tímabil  kom vel út. 
g geri ráð fyrir að myndin hafi verið tekin upp stafrænt og það setti svolítið sérstakan brag á hana. Hún var svolítið hrá á köflum og smá dogma stemmning þannig séð að það var eins og það væri eiginlega bara notast við náttúrulegatiltæka birtu. að gerði að stundum var eins og maður væri að horfa á heimildamynd, sem gerði hana svolítið raunverulegri. Topp leikarar  Johnny Depp og Christian Bale eru náttúrulega með bestu leikurum sem eru í gangi núna. Spennandi saga og skemmtilegir eltingaleikir."
168,169,7,Mjög fyndin mynd. Létt grín.
169,170,6,"essi mynd var nokkurn veginn eins og ég bjóst við  þunnt handrit, enginn framúrskarandi leikur og bara keyrt áfram á fullt af tæknibrellum og sprengingum. Slatti af þekktum andlitum. Megnið af myndinni var í rauninni tölvugrafík og þar sem þeir voru að gera svona mikið út á tölvugrafík og tæknibrellur þá fannst mér hálf lélegt þegar það var of augljóst að þetta var tölvugrafík  var ekki nógu eðlilegt hreyfingar, litur.... að var slatti af kjánalegum línum og atriðum. En ágætis afþreying. gætlega kúl á köflum, fín bardagaatriði."
170,171,7,"Damn, þetta var rugl scary mynd. Hélt manni sko á nálum, eiginlega allan tímann. Nettur adrenalín rússíbani. Gott action líka. Virkilega góð hryllingsmynd, vel gerð. Hún var líka nett ógeðsleg, nasty stuff..."
171,172,9,"Virkilega góð mynd. Michael Mann er snillingur, kann virkilega að meta það sem hann gerir. rugglega í svona .. skiptið sem ég horfi á þessa mynd en eftir stutta leit í þessum kvikmyndagagnagrunni sem ég er með hérna fann ég ekki gagnrýni fyrir Collateral. Erfitt að skjóta stjörnum á þetta, hefði pottþétt gefið henni  ef ég væri að sjá hana í fyrsta skipti í bíó en þetta var bara á RV og ekkert að blasta neitt heimabíókerfi... En já, klassa mynd. Góðir leikarar. Gott handrit. Virkilega kúl action atriði. Flott myndataka  svipað og í Public Enemies, skotið digital, notuð náttúrulegeðlileg lýsing það sem er til staðar, steadicam... Gott stöff. Eða hvað, ætti ég bara að setja  stjörnur á þetta? Jú, fuck it."
172,173,6,"Kúl mynd. Denzel og Tony Scott eru yfirleitt góðir saman. En þetta er ekki besta mynd þeirra  frekar týpísk, fyrirsjáanleg Hollywood formúlumynd. En maður hefur alltaf lúmskt gaman af New York myndum."
173,174,7,"Mjög kúl mynd. Skemmtilegar og áhugaverðar persónur. Christoph Waltz sló í gegn sem SS gaurinn Hans the jew hunter Landa. Góð saga, gott handrit  eins og Tarantino er lagið. Gott action og nokkuð fyndin á köflum. En vá hvað ég þoli ekki gulan texta e. subtitle á bíómyndum  það er alveg vonlaust að lesa hann þegar það er ljós bakgrunnur og svo er honum varpað með skjávarpa eða eitthvað þannig að það kemur svona daufur kassi yfir alla myndina. á kýs ég frekar hvítan eða gráan texta með svörtum border."
174,175,7,"Kúl splatter. Mjög góð mynd, góð spenna í gangi. Slatti af svörtum húmor... Nokkuð vel leikin  mikið af skrautlegum persónum. Leit vel út  flott umgjörð. Alltaf skemmtilegt að horfa á vandaðar íslenskar myndir."
175,176,8,"Klikkað spennandi mynd! Mögnuð mynd. Mjög góð. Vel gerð, vönduð. Gott handrit. Góð keyrsla. Góðir leikarar. Ef maður tekur mark á þessari mynd og Funny Games U.S. þá er ekkert sniðugt að eiga sumarhús við stöðuvatn lengst frá öllu ; Mér finnst frekar magnað að þessi mynd var tekin upp í SuðurAfríku, hefði aldrei dottið það í hug. Man ekki eftir annarri Hollywood mynd sem er tekin upp í SuðurAfríku."
176,177,6,Fyndin vitleysa. Sýnir nokkuð vel hvað pólitík er mikið bull ;
177,178,5,"Slatti af þekktum leikurum. Drama alveg í gegn. Minnti mig örlítið á Crash  mikið af mismunandi sögum í gangi, gerist í LA... en alls ekki jafn góð.  fyrri helmingnum var eins og það var verið að byggja upp geðveika sögu, vinna í karakterum... en síðan datt bara botninn úr þessu  endirinn var frekar slappur. Ekki gott handrit  það var kannski einhver góð pæling í þessu en það var ekki unnið nógu vel úr hugmyndinni. Jessica Biel sem strippari var ekki nóg til að bjarga þessari mynd."
178,179,5,"Krakkar svona nett í ruglinu. Frá Larry Clark, sem gerði líka Kids  svipað þema, svipaðar persónur... Nettur indielow budget bragur..."
179,180,5,Mjög hæg mynd. Arty  eða svona indieminimal... Fjallar um IRA gaura í fangelsi  sem fara svo í hungurverkfall. Nokkuð áhugaverð... Nokkrar langar tökur sem voru frekar impressive.
180,181,8,"Mjög góð mynd. Voða ljúf ástarsaga, nema hún er vampíra ..og hana þyrstir í blóð. Góð saga. Krakkarnir tveir sem léku aðalhlutverkin voru að standa sig nokkuð vel. Alltaf gaman af góðum myndum frá Norðurlöndunum. að er samt frekar magnað hvað vampírustöff er vinsælt núna..."
181,182,8,"Mjög góð mynd. Nokkuð frumlegt handrit, öðruvísi saga en ég bjóst við. Góð spenna. Gott action  slatti af töff sprengingum, byssubardögum o.s.frv. Flottar og vandaðar tæknibrellur. Flott sviðshönnun, búningar, special effects makeup..."
182,183,7,Góð mynd. Fínustu leikarar. Myndir um seinni heimstyrjöldina eru oft spennandi og áhugaverðar. g las nú ófáar bækur um dönsku mótspyrnuhreyfinguna back in the days...
183,184,6,Góð spenna... að vissu leyti klassísk s mynd. gætt handritplot en nokkuð fyrirsjáanlegt.
184,185,6,Gott action. Góð spenna. Fullt af þekktum leikurum. Endirinn er reyndar frekar gallaður...
185,186,6,hugaverð framtíðarpæling  veit samt ekki hvort það sé spennandi tilhugsun að liggja allan daginn og stýra einhverju vélmenni. gætt action en meira lagt upp úr spennunni og svona löggan að leysa málið. Nokkuð töff tæknibrellur.
186,187,6,Mjög fyndin mynd  en dramtísk... Kómísk sýn á að höndla það að þurfa hugsa um foreldra sína... Afbragðs leikarar.
187,188,5,"Hellingur af þekktum leikurum  andlit sem maður kannast við úr ýmsum bíómyndum eða sjónvarpsþáttum... hugaverð sýn á krakkhverfi og fólkið sem býr þar. að hefði mátt krydda handritið aðeins, vantaði smá fútt í sögurnar..."
188,189,6,gætist spæjaramynd  nema þetta er um corporate espionage... gæt spenna. Twist and turns... hver er að svíkja hvern..? Vantar samt eitthvað... hefði mátt vera meiri adrenalín spenna.
189,190,6,Nokkuð fyndin. Mikið af silly húmor eins og maður bjóst við...
190,191,5,Nett drama með dash af action. Vantaði kannski smá upp á handritið...
191,192,8,"Mjög fyndin mynd  það hefði nú verið skrítið ef hún hefði ekki verið neitt fyndin ; Hellingur af sprenghlægilegum bröndurum. Góð saga, gott handrit  en nokkuð löng mynd. Hellingur af cameos... þessir gaurar eru greinilega með smá sambönd. Slatti af drama, en samt bara passlega, ekki of mikið."
192,193,6,"Nokkuð kúl mynd. gætlega spennandi... Alltaf gaman af Las Vegas glamúr... hugavert að geta talið spil, maður ætti kannski að prófa það einhvern tíman ;"
193,194,7,"Stelpan sem lék sér með eldinn segiru... Já, spennandi mynd, en samt ekki jafn góð og fyrri myndin, Karlmenn sem hata konur. Nokkuð góð saga, temmilega twisted..."
194,196,6,"Mjög kúl mynd  leit vel út; umhverfið, áferðin, litirnir... Kúl effectar, Crank gaurarnir klikka ekki  öll helstu trickin sem maður kannast við hjá þeim; hraðar klippingar, funky sjónarhorn... var alveg að virka, mér fannst það alla vega ekki of mikið. Efnislega er hún ekki upp á marga fiska  handritið ekkert alltof bitastætt. En þetta er fínasta afþreying. Líka áhugaverð framtíðar pæling  tækni, siðferði og svona... Gott action, nóg af kúl byssubardögum, sprengingum og þessu helsta. Slatti af þekktum leikurum. Michael C. Hall aka Dexter smellpassar sem svona siðferðislaus gaur."
195,197,7,"Mjög fyndin mynd. Slatti scary líka, meira scary en ég bjóst við  eða s.s. svona adrenalínscary bú!. Nett brútal líka  smá splatterhúmor. Góð spenna. Hellingur af góðum bröndurum og fyndnum atriðum. Kannski ekki fyndnasta mynd ársins eins og einhver sagði, en gott stöff. Mér fannst intro grafíkin líka mjög kúl  fólk að detta á stafina og skutlandi þeim í burtu."
196,198,5,gætlega fyndin. Frekar silly. unnt handrit.
197,199,7,"Mjög kúl mynd. Góð spenna, heavy action  nóg af sprengingum og öðru tilheyrandi. Slatti af mjög flottum atriðum. Nokkuð skemmtilegt handrit, áhugavert plot  fersktfrumlegt. Gerard Butler er badass, bara svalur."
198,200,7,Risastór stórslysamynd. Mjög spennandi á köflum  klikkaðar tæknibrellur. Stundum var þetta eins og mega rússíbani í tívolí  klikkað fjör : Virkilega flott tölvugrafík  það var líka nóg af henni. En hún var frekar löng... hugaverðar pælingar varðandi hvað væri gert ef við vissum að heimurinn væri að farast.
199,201,6,Nokkuð fyndin mynd. Bull og vitleysa  eins og maður bjóst nú við. Will Ferrel átti eiginlega besta atriðið.
200,202,6,hugaverð mynd. Svolítið öðruvísi. Hæg og smá artý bragur. Eiginlega einleikur. Leit vel út  flott leikmynd og raunveruleg tölvugrafík.
201,203,5,Enn önnur zombie myndin... gæt spenna. Persónurnar ekkert alltof krassandi. Hefði mátt vera meira fútt í handritinu. Myndin er líklega ekki gerð með mjög mikinn budget. Nokkuð darkniðurdrepandivonleysi... definitely not a feelgood movie.
202,204,4,mislegt sem kom ekki á óvart... unnt handrit  stundum eiginlega fáránlegt. Lélegur leikur. gæt spenna á köflum. Hellingur af effektum sem hefði örugglega verið kúl að sjá í D bíó. etta er svona mynd sem maður horfir á þegar maður nennir ekki að gera neitt annað og nennir ekki að leita að neinu öðru hóstþynnkahóst.
203,205,5,Fín mynd. Nokkrir góðir brandararfyndin atriði. Zooey er náttúrulega voða mikið krútt. Ekki eins væmin og maður myndi kannski búast við.
204,206,7,"Mjög fyndin mynd. Einhvern veginn.. lágstemmd grínmynd, nokkuð hæg á köflum  ekkert verið að keyra á endalausum punchlines. Fullt af fínum leikurum."
205,207,5,Brútal mynd. Frekar sjúk eins og við mátti búast. gætis gorehryllingsmynd. Skemmtilegt að sjá Bláa Lónið og búningsklefana í Laugum.
206,208,7,"hugaverð og fyndin heimildamynd. Aðdáunarvert að hafa metnað til að vera ennþá að spila  árum seinna þrátt fyrir að hafa ekki meikað það. Nett klikkaðir gaurar. Já, hún var alveg sprenghlægileg á köflum  hellingur af gullmolum : hugavert að fylgjast með baráttu þeirra sem tónlistarmenn."
207,209,6,"gætis spennumynd. Slatti af sprengingum, byssubardögum... þessu helsta. Handritið var ekkert alltof bitastætt. Leit nokkuð vel út."
208,210,7,"Nicolas Cage er langbestur þegar hann leikur svona klikkaðar persónur eins og t.d. í FaceOff. Frekar klikkuð mynd  aðallega af því að megnið af persónunum voru nett klikkaðar. Mjög fyndin á köflum, vegna þess hve klikkað liðið var eða s.s. aðallega Nicolas Cage. 
Já, svona þrálátir bakverkir geta farið illa í mann..."
209,211,9,"Virkilega flott mynd. Tæknibrellurnar voru óaðfinnanlegar  ótrúlega raunverulegt. Algjör snilld að sjá þetta í D  það er líka alveg nauðsynlegt fyrir þessa mynd. Myndatakan var alveg með D í huga, oft eins og maður væri staddur þarna. Mögnuð upplifun. g var að fíla neon rave stemninguna í frumskóginum á nóttunni  mjög kúl. Flottur og áhugaverður ævintýraheimur. Gott action  lokabardaginn var magnaður, risastór. g fékk svolítið á tilfinninguna að þetta væri smá ádeila á raksstríðið  alla vega viss tengsl; ráðast inn á landssvæði út af auðlindum og allt það. D dótið var reyndar stundum eitthvað að klikka, maður var ekki alveg að ná D fókus strax. En það voru kannski bara augun manns að venjast þessu. Töff hvernig það var eins og undirtextinn e. subtitles væri svífandi yfir myndinni. Gott stöff."
210,212,6,"hugaverð heimildamynd um tónleika sem hefðu verið rugl flottir. Virkilega mikið lagt í að gera showið glæsilegt. hugavert að fylgjast með Michael Jackson æfa sig, hvernig hann vinnur..."
211,213,6,Létt fjölskyldumynd... Fannst íslenska þýðingin skemmtileg: Leyndardómar Snæfellsjökuls. Slatti af effectum sem hefði líklega verið fjör að sjá í D bíó...
212,214,5,Ljúf mynd. Nokkuð fyndin á köflum.
213,215,6,"Byggt á sannsögulegum atburðum  eða s.s. bók sem dálkahöfundurinn sem Robert Downey Jr. leikur skrifaði.
gætlega lágstemmd  smá artýindie fílingur... Ekta Oscar bait. Voða mannleg mynd um vináttu..."
214,216,7,hugaverð og skemmtileg heimildamynd. Lil Wayne er skrautleg persóna... Gaman að skyggnast bak við tjöldin.
215,217,7,Mjög fyndin. Georg var ekki eins leiðinlegurþreytandi og ég hefði alveg búist við. lafur RagnarPétur Jóhann sló náttúrulega í gegn  bara fyndin persóna. Slatti af dramatík en ekki eins mikiðyfirþyrmandi og maður hefði búist við miðað við suma Vaktarþættina. Nokkuð góður endir á söguheimi sem var svona aðeins farinn að þreytast mér fannst Fangavaktin engin snilld þótt það væru nokkrir góðir sprettir.
216,218,4,"Léttmeti. Bjóst nú við heilalausri action mynd... En þetta var kannski aðeins of heilalaust. Action atriðin voru ekkert sérstök, ekkert sem maður hefur ekki séð áður. Handritið var mjög þunnt  slatti af oneliners sem misstu marks. Hellingur af tölvugrafík... stundum var þetta nú ekki alveg nógu vandað, ekki nógu raunverulegteðlilegt. Hvað var síðan málið með bílinn sem Paul Walker var að keyra seinni helminginn, bara ljótur..."
217,219,5,Klassísk s mynd  hefði samt örugglega verið skemmtilegra að horfa á hana á tíunda áratugnum. Létt grínmynd  engin sprenghlægileg atriði.
218,220,6,gætis spennumynd. Smá Dexter dæmi  svona dark passenger...
219,221,6,hugaverð mynd um klikkaðan forseta. Nokkuð gott action og spenna inn á milli.
220,222,6,"Sérstök mynd... eiginlega svolítið skrítin. g held að maður þurfi kannski að horfa á myndina aftur og jafnvel hlusta á commentary hjá leikstjóranum til að fatta betur hvað var nákvæmlega í gangi, púsla þessu saman... etta er fyrsta myndin sem John August leikstýrir  gaurinn sem skrifaði Go. annig að ég varð að tékka á henni. hugaverð mynd, fær mann til að hugsa... leit vel út. hugaverðar persónur..."
221,223,7,Virkilega scary mynd... Vissulega smá Blair Witch Project fílingur  allt tekið upp með myndavél aðalpersónanna og svona. Gaman að horfa á svona öðruvísi myndir. Nú vona ég bara að ég nái að sofna ;
222,224,6,"Mjög súr mynd. Coenbræður eru nú oft með sérstakar myndir með skrítnum persónum en þetta var svona... já, öðruvísi. Maður var ekki alveg viss hvert hún var að fara fyrri helminginni. Seinni part myndarinnar fóru hlutirnir aðeins meira að gerast. En vel gerð mynd  mjög góð kvikmyndaleg frásögn...
Fyndið að sjá í lokinn: No Jews were harmed in the making of this motion picture."
223,225,8,"Hörkugóð mynd. Fínasta action og mjög fyndin inn á milli. Robert Downey Jr. er alltaf góður  snillingur í að leika svona wacky persónur. Guy Ritchie kann alveg að búa til skemmtilegar, flottar og fyndnar spennumyndir. Flott myndataka... nokkur ekta Guy Ritchie atriði. Leit mjög vel út  umhverfi, búningar o.s.frv."
224,226,6,Fínasta action. Handritið var ekki upp á marga fiska en það er kannski ekki nauðsynlegt fyrir svona myndir sem keyra bara á stórum action atriðum.  credit listanum var Hávamál nefnt sem eitt af lögunum. Ekki viss hvenær það var notað en fannst áhugavert að taka eftir þessu.
225,227,6,hugaverð saga... Nokkuð fyndin á köflum. Flott myndataka. Ekkert gífurlega uplifting enda er umfjöllunarefnið ekkert mjög hressandi. Tónlistin var frekar indieJunoleg.
226,228,7,"Kúl mynd. Töff áferð á henni, allt frekar brúngráleitt  setti viðeigandi tón fyrir svona eftirheimsendi postapocalytic mynd. Denzel eitursvalur eins og venjulega. Mjög flott slagsmálaatriði. Mila Kunis var líka nokkuð kúl  það þarf ekkert að fara nánar út í það hvað hún er fiiine. að er greinilegt að í framtíðinni er bráðnauðsynlegt að eiga flott sólgleraugu ; Nokkur skemmtileg product placements  iPod Classic sem var ennþá alive and kicking og svo Beats by Dr. Dre heyrnatól  mismunandi týpur. að var nett kúrekastemning  lone drifter walking through town, smábær í eiðimörkinni, barhóruhús sem höfuðstöðvar vonda kallsins..."
227,229,5,"Mjög skrítin mynd... handritið var frekar spes. Tekin upp með RED myndavél, Soderbergh er greinilega að fíla RED í tætlur."
228,230,5,Voða krúttleg og awkward mynd... nokkuð fyndin á köflum. Indie bragurlow budget...
229,231,6,Mjög áhugaverð heimildamynd um uppruna þessara gengja Crips  Bloods og stríðið á milli þeirra. Meðal annars farið yfir sögu blökkumanna í Bandaríkjunum.
230,232,6,Hörkuspennandi ævintýramynd. Nokkuð formúlukennd og cheesy á köflum. Gott goresplatter action í gangi  nokkuð brútal.
231,233,5,"Spennandi hryllingsmynd, heldur manni alveg á nálum. Enginn stórleikur... Frekar dark  twisted eins og flestar myndir sem Joel Schumacher leikstýrir."
232,234,4,Temmilega súr mynd. Nóg af þekktum leikurum... gætlega spaugleg á köflum. Söguþráðurinn var samt hálf slappur.
233,235,6,Drama alveg í gegn. Vel leikin. Frekar ruglað hvað stríð geta fokkað upp fjölskyldum...
234,236,6,"Fín heilalaus skemmtun  gott handrit er ekkert nauðsynlegt fyrir svona myndir. Töff action  góð keyrsla, nánast linnulaust. Nóg af íburðamiklum byssubardögum og sprengingum. Slatti af klassískum Luc Besson bílaeltingaleikjum."
235,237,4,Elsta kvikmynd sem ég hef horft á. Horfði á hana á theauteurs.com. hugavert að horfa á mynd sem var gerð fyrir meira en  árum. Magnaðir special effects í gangi ;
236,238,4,"Frekar kjánaleg. Nóg af blóði  alveg extreme mikið af blóði að sprautast út um allt, nettur splatter. Nóg af action og ninja bardögum sem voru ágætlega kúl. Meira supernatural en ég bjóst við. Hmm... þetta var leikstýrt af James McTeigue sem leikstýrði líka V for Vendetta. Honum tókst greinilega ekki alveg nógu vel í þetta skiptið  líklega af því að það voru ekki jafn góðir leikarar og jafn gott handrit. Eins og með V þá var þessi mynd líka framleidd af Wachowski duoinu og Joel Silver. Maður var alveg að sjá smá Matrix effecta í bardögunum..."
237,239,8,"Mjög töff mynd. Matt Damon alveg að virka í svona super soldier hlutverki þetta var samt ekki eins extreme og Jason Bourne. Góð action keyrsla... eltingaleikirnir voru intense  hlaupandi á milli húsa á fullu og myndatökumaðurinn þétt á eftir. Mjög flott myndataka. Er að fíla svona urban warfare myndir  eins og Black Hawk Down, Body of Lies o.s.frv. Eitthvað spennandi, öðruvísi og ófyrirsjáanlegt við þannig bardaga. 

Mér fannst umhverfið frekar magnað... mörg skot þar sem sást yfir mjög stórt stríðshrjáð svæði og það var nokkuð impressive. Veit ekki hversu miklu var bætt við með tölvugrafík en þetta var ansi trúverðugt. Hefði alveg mátt ljúga því að mér að þetta hefði bara verið tekið upp í rak  en þetta var víst tekið upp á Spáni og svo í Morokkó. 

Herinn er oft með alls konar kúl tækni... ég var að fíla þyrluna sem flaug yfir borgina og gat greint sjálfkrafa í myrkri hvort einhver væri Bandarískur hermaður eða óvinur."
238,240,5,gætis hryllingsmynd. Frekar nasty á köflum.
239,241,7,Drama. Lífið og allt það. Vel leikin.
240,242,6,"Voða ljúf mynd. Ekki eins væmin og maður gæti búist við. gætlega fyndin á köflum. Veit nú ekki alveg með skarsleik, en ekki illa leikin  nema kannski litli krakkinn SJ, smá ofleikur í gangi. Hugljúf fjölskyldumynd."
241,243,5,"Nokkuð spennandi. gætt action inn á milli. Samt eitthvað off  kannski handritiðsaganplotið eða leikurinn. Eða blanda af bæði. Trailerinn var eiginlega flottari, meira púður í honum."
242,244,7,Mjög fyndin mynd. Eins og við mátti búast var hún mjög silly  eiginlega vitleysa út í gegn. En gott fjör. Ekkert brjálæðislega gott handrit eða söguþráður en það er ekkert nauðsynlegt með svona mynd. að var nóg af sprenghlægilegum atriðum.
243,245,6,hugaverð mynd um líf Biggie Smalls aka The Notorious B.I.G.
244,246,6,Nokkuð spennandi mynd. Góðir leikarar  vel leikin.
245,247,5,Algjör vitleysa  en nokkuð fyndin.
246,248,8,"Virkilega flott mynd  annað eins hefur ekki sést, einstök mynd. Stútfull af þekktum og góðum leikurum. að voru nokkur áhugaverð atriði í Extended útgáfunni en líka atriði sem maður skilur af hverju var sleppt.  sínum tíma var talað um að þeir ætluðu að gera Sin City  og jafnvel  líka en maður hefur ekki heyrt neitt um það nýlega.

etta skrifaði ég víst þegar ég sá hana fyrst: Shit hvað þetta er svöl mynd! tlitið, persónurnar og samræðurnar eru alveg að gera sig. Mjög skemmtileg saga, hörku actionatriði og fullt af hot gellum. Topp úrval leikara sem voru alveg að skila sínu  sérstaklega Mickey Rourke sem er að koma sterkur inn aftur eftir smá pásu. Mæli eindregið með að sem flestir sjái þessa  gæða mynd í alla staði. Síðan er ekki verra að  og  eru á leiðinni ..hlakka til."
247,249,7,Gott fjör. Mjög fyndin mynd  ekki við öðru að búast frá Steve Carell og Tina Fey. Hellingur af þekktum leikurum.
248,250,6,Postapocalypse mynd eins og Book of Eli en þessi var töluvert meira niðurdrepandi. Allt mjög grámyglulegt og ömurlegt. En nokkuð áhugaverð sagaferðalag hjá þessum feðgum. gætlega spennandi á köflum.
249,251,4,hugavert að sjá hvernig kvikmyndagerð var  Star Wars: Episode IV kom út  árum seinna. Flæðið og klippingin var ekki eins smooth og hún er núna. Nett hippa stemning. Ekkert fáránlega vel leikin. Meira skrítinfreakybizarre en ég bjóst við. Frekar stuttur credit listi.
250,252,7,Fínasta hryllingsmynd. Mjög spennandi á köflum. Fullt af sjokkatriðum  maður fékk góðan skammt af adrenalíni og var oft alveg á nálum. Að vissu leyti týpísk vírusmynd. Smá zombie bragur. etta er víst endurgerð af samnefndri mynd frá  sem George A. Romero gerði.
251,253,7,Góð grínspennumynd. Kúl action atriði í bland við góðan húmor. Meira brútal en ég bjóst við. Skemmtilegar persónur  sérstaklega HitGirl.
252,254,8,"Góð mynd. Mjög flott  umgjörðin, búningarnir o.s.frv. mjög áhrifamikið. Mjög stóríburðamikil mynd á köflum alla vega. Slatti af stórum bardögum. Fullt af góðum leikurum. Aðeins öðruvísi Hróa Hattar saga en maður hefur séð áður  engin Men in Tights ;"
